1441444681,4
1441444688,4
1441447096,3
1441451925,1
1441451933,3
1441451946,2
1441452003,4
1441452179,5
1441453067,4
1441453651,5
1441453807,4
1441454265,5
1441455227,1
1441457637,2
1441459579,4
1441459760,2
1441460611,4
1441461742,2
1441465745,1
1441467891,5
1441473246,4
